game_id,away,home,away_rank,home_rank,away_score,home_score,date
401581738,Northeastern,Harvard,NA,NA,56,80,2023-11-14
401581074,Hofstra,George Washington,NA,NA,60,71,2023-11-14
401577717,Sacred Heart,Holy Cross,NA,NA,84,77,2023-11-14
401577692,Toledo,Wright State,NA,NA,78,77,2023-11-14
401577542,Stonehill,Saint Joseph's,NA,NA,56,100,2023-11-14
401575750,Florida A&M,Florida,NA,NA,68,89,2023-11-14
401575471,Jacksonville State,West Virginia,NA,NA,57,70,2023-11-14
401575427,North Carolina A&T,Virginia,NA,NA,51,80,2023-11-14
401574605,Brown,New Hampshire,NA,NA,64,82,2023-11-14
401601456,Heidelberg,Akron,NA,NA,56,114,2023-11-14
401597962,Boston University,Howard,NA,NA,53,64,2023-11-14
401587111,North Alabama,Mississippi State,NA,NA,54,81,2023-11-14
401582018,UMass Lowell,Georgia Tech,NA,NA,74,71,2023-11-14
401579098,Mississippi College,Samford,NA,NA,52,96,2023-11-14
401575760,Berry,Belmont,NA,NA,59,93,2023-11-14
401608974,Loras,Northern Iowa,NA,NA,50,90,2023-11-14
401598586,Tiffin,Southern Indiana,NA,NA,65,68,2023-11-14
401598016,Prairie View A&M,Abilene Christian,NA,NA,79,74,2023-11-14
401597879,Fisk,Austin Peay,NA,NA,52,79,2023-11-14
401594610,Alcorn State,Arkansas State,NA,NA,86,100,2023-11-14
401594552,UNC Greensboro,Vanderbilt,NA,NA,70,74,2023-11-14
401594543,Detroit Mercy,Ole Miss,NA,NA,69,70,2023-11-14
401594430,Western Kentucky,Murray State,NA,NA,86,81,2023-11-14
401594418,Southwest Minnesota State,Drake,NA,NA,67,87,2023-11-14
401594190,Green Bay,Valparaiso,NA,NA,59,64,2023-11-14
401594011,Colorado State,Northern Colorado,NA,NA,83,64,2023-11-14
401587206,Tarleton State,Bradley,NA,NA,63,86,2023-11-14
401584351,Texas State,Oklahoma,NA,NA,54,93,2023-11-14
401581784,UTSA,Lamar,NA,NA,82,90,2023-11-14
401581719,Western Michigan,Northwestern,NA,NA,59,63,2023-11-14
401579004,LeTourneau,McNeese,NA,NA,49,81,2023-11-14
401578011,UT Rio Grande Valley,TCU,NA,NA,55,88,2023-11-14
401577708,UIC,Loyola Chicago,NA,NA,72,67,2023-11-14
401594090,Cal State Northridge,Chicago State,NA,NA,74,64,2023-11-14
401591567,Reinhardt,Troy,NA,NA,46,111,2023-11-14
401604277,Western New Mexico,New Mexico State,NA,NA,43,78,2023-11-14
401597891,South Dakota,DePaul,NA,NA,60,72,2023-11-14
401597411,Southern Utah,Utah State,NA,NA,84,93,2023-11-14
401583735,Evergreen State,Idaho,NA,NA,42,88,2023-11-14
401579110,Santa Clara,Stanford,NA,NA,89,77,2023-11-14
401594050,Pacific Union,Sacramento State,NA,NA,66,128,2023-11-14
401597931,Long Beach State,San Diego State,NA,NA,76,88,2023-11-14
401583815,Jackson State,Loyola Marymount,NA,NA,66,88,2023-11-14
401581825,Appalachian State,Oregon State,NA,NA,71,81,2023-11-14
401609478,Hawai'i Hilo,Hawai'i,NA,NA,66,82,2023-11-14
401583726,Rice,Texas,NA,19,64,80,2023-11-15
401584330,Campbell,Virginia Tech,NA,NA,44,60,2023-11-15
401582140,UAlbany,Seton Hall,NA,NA,71,96,2023-11-15
401610799,Denver,Nicholls,NA,NA,91,85,2023-11-15
401600240,Westfield State,Dartmouth,NA,NA,61,79,2023-11-15
401600080,Roberts Wesleyan,Buffalo,NA,NA,83,89,2023-11-15
401597374,Delaware,Delaware State,NA,NA,78,67,2023-11-15
401594171,Canisius,Cleveland State,NA,NA,61,71,2023-11-15
401593910,Keiser,Kennesaw State,NA,NA,55,101,2023-11-15
401593790,Richmond,Boston College,NA,NA,61,68,2023-11-15
401591556,SUNY Delhi,Columbia,NA,NA,60,105,2023-11-15
401589736,Coppin State,Louisville,NA,NA,41,61,2023-11-15
401587225,Saint Peter's,Fairleigh Dickinson,NA,NA,70,71,2023-11-15
401587166,Princeton,Duquesne,NA,NA,70,67,2023-11-15
401584451,Utah Valley,Charlotte,NA,NA,45,62,2023-11-15
401583609,South Carolina Upstate,East Carolina,NA,NA,83,81,2023-11-15
401577634,Merrimack,Ohio State,NA,NA,52,76,2023-11-15
401577573,Central Michigan,South Florida,NA,NA,68,63,2023-11-15
401576139,Radford,VCU,NA,NA,50,73,2023-11-15
401574593,Binghamton,Loyola Maryland,NA,NA,63,57,2023-11-15
401589058,Cornell,George Mason,NA,NA,83,90,2023-11-15
401587214,Evansville,Southeast Missouri State,NA,NA,76,57,2023-11-15
401574618,Trinity Baptist,Bethune-Cookman,NA,NA,63,104,2023-11-15
401608789,Science & Arts (OK),Texas A&M-Commerce,NA,NA,63,113,2023-11-15
401608782,Florida International,Houston Christian,NA,NA,83,74,2023-11-15
401600452,Louisiana Christian,Louisiana,NA,NA,56,107,2023-11-15
401597904,Longwood,Maryland-Eastern Shore,NA,NA,80,61,2023-11-15
401597418,Xavier (LA),Southern Miss,NA,NA,45,76,2023-11-15
401580106,Eastern Illinois,Illinois State,NA,NA,61,69,2023-11-15
401574833,Stony Brook,Nebraska,NA,NA,63,84,2023-11-15
401574575,Georgetown,Rutgers,NA,NA,60,71,2023-11-15
401593951,SE Louisiana,BYU,NA,NA,48,105,2023-11-15
401583839,Tennessee State,Portland,NA,NA,75,65,2023-11-15
401584361,Northern Arizona,Seattle U,NA,NA,62,60,2023-11-15
401575802,Long Island University,UCLA,NA,NA,58,78,2023-11-15
401575403,Pacific,Nevada,NA,NA,39,88,2023-11-15
401598566,Morgan State,Fresno State,NA,NA,68,87,2023-11-15
401581343,Houston,Towson,6,NA,65,49,2023-11-16
401581142,Charleston,Vermont,NA,NA,64,73,2023-11-16
401581341,St. John's,North Texas,NA,NA,53,52,2023-11-16
401600063,Saint Katherine,Cal State Bakersfield,NA,NA,44,77,2023-11-16
401581143,Saint Louis,Wyoming,NA,NA,79,69,2023-11-16
401577561,Northwestern State,Maine,NA,NA,65,78,2023-11-16
401581342,Dayton,LSU,NA,NA,70,67,2023-11-16
401581144,Wichita State,Coastal Carolina,NA,NA,86,77,2023-11-16
401604335,Denver,SIU Edwardsville,NA,NA,74,77,2023-11-16
401577658,Rhode Island College,Brown,NA,NA,51,92,2023-11-16
401582156,Oklahoma State,St. Bonaventure,NA,NA,64,66,2023-11-16
401581812,Lindenwood,Air Force,NA,NA,58,76,2023-11-16
401607045,North Greenville,The Citadel,NA,NA,59,77,2023-11-16
401600817,SUNY Oneonta,Lehigh,NA,NA,65,90,2023-11-16
401598923,Felician,Manhattan,NA,NA,67,79,2023-11-16
401597963,Bryant,Boston University,NA,NA,79,95,2023-11-16
401597382,NJIT,American University,NA,NA,73,87,2023-11-16
401594468,Midway,Tennessee Tech,NA,NA,70,82,2023-11-16
401584338,Presbyterian,North Florida,NA,NA,81,69,2023-11-16
401581145,Furman,Liberty,NA,NA,74,88,2023-11-16
401577614,Wright State,Indiana,NA,NA,80,89,2023-11-16
401575462,Cal State Fullerton,UCF,NA,NA,44,72,2023-11-16
401575428,Texas Southern,Virginia,NA,NA,33,62,2023-11-16
401581861,Louisiana Tech,UL Monroe,NA,NA,73,63,2023-11-16
401597887,Texas A&M-Corpus Christi,Texas Tech,NA,NA,64,73,2023-11-16
401597872,Alcorn State,UAB,NA,NA,77,80,2023-11-16
401597405,Chicago State,Southern Illinois,NA,NA,55,71,2023-11-16
401597399,Valley City,North Dakota,NA,NA,63,93,2023-11-16
401584435,Nicholls,South Alabama,NA,NA,102,97,2023-11-16
401583816,Jackson State,Tulsa,NA,NA,52,72,2023-11-16
401606631,UT Arlington,New Mexico,NA,NA,80,82,2023-11-16
401594539,Missouri,Minnesota,NA,NA,70,68,2023-11-16
401593991,Northwest University,Idaho State,NA,NA,51,85,2023-11-16
401582155,Auburn,Notre Dame,NA,NA,83,59,2023-11-16
401582019,UMass Lowell,Arizona State,NA,NA,69,71,2023-11-16
401581814,William & Mary,Omaha,NA,NA,83,89,2023-11-16
401581344,Utah,Wake Forest,NA,NA,77,70,2023-11-16
401597996,North Dakota State,Montana,NA,NA,78,69,2023-11-16
401581171,Montana State,California,NA,NA,63,60,2023-11-16
401613299,Niagara,Hawai'i,NA,NA,73,92,2023-11-16
401607319,Belmont,Arizona,NA,3,68,100,2023-11-17
401581548,Houston,Utah,6,NA,76,66,2023-11-17
401576150,Bucknell,Duke,NA,9,60,90,2023-11-17
401581515,Georgia,Miami,NA,12,68,79,2023-11-17
401575512,Oral Roberts,Texas A&M,NA,13,66,74,2023-11-17
401594526,UNC Greensboro,Arkansas,NA,14,78,72,2023-11-17
401588944,Stonehill,Kentucky,NA,17,67,101,2023-11-17
401574577,Butler,Michigan State,NA,18,54,74,2023-11-17
401583598,UC Riverside,North Carolina,NA,20,52,77,2023-11-17
401574576,Maryland,Villanova,NA,21,40,57,2023-11-17
401591432,Mercer,Alabama,NA,22,67,98,2023-11-17
401584512,Valparaiso,Illinois,NA,23,64,87,2023-11-17
401581837,Radford,James Madison,NA,24,73,76,2023-11-17
401577718,Sacred Heart,UMBC,NA,NA,80,85,2023-11-17
401581546,North Texas,LSU,NA,NA,62,66,2023-11-17
401582110,Vermont,Saint Louis,NA,NA,78,68,2023-11-17
401582120,Norfolk State,Fordham,NA,NA,64,77,2023-11-17
401601459,Northern Illinois,Georgia State,NA,NA,70,64,2023-11-17
401581545,St. John's,Dayton,NA,NA,81,88,2023-11-17
401575392,VMI,South Dakota,NA,NA,81,85,2023-11-17
401582113,Charleston,Wyoming,NA,NA,60,67,2023-11-17
401582121,Abilene Christian,San José State,NA,NA,77,71,2023-11-17
401606133,Denver,South Alabama,NA,NA,75,82,2023-11-17
401594091,Life Pacific,Cal State Northridge,NA,NA,67,98,2023-11-17
401581813,Lindenwood,Omaha,NA,NA,72,70,2023-11-17
401581509,Weber State,Gardner-Webb,NA,NA,61,62,2023-11-17
401577562,Maine,Presbyterian,NA,NA,80,66,2023-11-17
401584362,Purdue Fort Wayne,Northern Arizona,NA,NA,77,67,2023-11-17
401582157,Notre Dame,Oklahoma State,NA,NA,66,64,2023-11-17
401597978,Holy Cross,Winthrop,NA,NA,51,89,2023-11-17
401577684,Quinnipiac,Army,NA,NA,67,58,2023-11-17
401604419,Delaware State,Grambling,NA,NA,71,63,2023-11-17
401582122,Hampton,Kent State,NA,NA,62,100,2023-11-17
401581510,Colgate,Yale,NA,NA,50,68,2023-11-17
401581158,Providence,Kansas State,NA,NA,70,73,2023-11-17
401594151,William & Mary,Air Force,NA,NA,71,80,2023-11-17
401583778,Utah Tech,Youngstown State,NA,NA,68,75,2023-11-17
401582112,Coastal Carolina,Furman,NA,NA,80,89,2023-11-17
401604762,UT Martin,Eastern Kentucky,NA,NA,80,74,2023-11-17
401604346,SIU Edwardsville,Nicholls,NA,NA,60,51,2023-11-17
401597952,Morehead State,Penn State,NA,NA,51,74,2023-11-17
401597831,Davidson,East Tennessee State,NA,NA,68,70,2023-11-17
401594051,Sacramento State,Tulane,NA,NA,57,92,2023-11-17
401588729,Coppin State,Miami (OH),NA,NA,48,76,2023-11-17
401588590,Bellarmine,Bowling Green,NA,NA,85,67,2023-11-17
401584412,Robert Morris,Wisconsin,NA,NA,68,78,2023-11-17
401584339,Northwestern State,North Florida,NA,NA,74,80,2023-11-17
401583851,Rider,Duquesne,NA,NA,58,77,2023-11-17
401583591,Charleston Southern,NC State,NA,NA,53,87,2023-11-17
401582158,Auburn,St. Bonaventure,NA,NA,77,60,2023-11-17
401581547,Towson,Wake Forest,NA,NA,61,71,2023-11-17
401581083,Harvard,Massachusetts,NA,NA,78,75,2023-11-17
401577629,Long Beach State,Michigan,NA,NA,94,86,2023-11-17
401577554,Jacksonville,Pittsburgh,NA,NA,56,107,2023-11-17
401577543,Texas A&M-Commerce,Saint Joseph's,NA,NA,57,54,2023-11-17
401576159,Fairfield,Drexel,NA,NA,47,65,2023-11-17
401575751,Florida State,Florida,NA,NA,68,89,2023-11-17
401574410,Central Arkansas,Vanderbilt,NA,NA,71,75,2023-11-17
401598003,Cal Poly,St. Thomas-Minnesota,NA,NA,61,60,2023-11-17
401594212,IUPUI,Elon,NA,NA,72,86,2023-11-17
401579099,South Carolina State,Samford,NA,NA,72,89,2023-11-17
401598925,Luther,Milwaukee,NA,NA,56,85,2023-11-17
401594611,Arkansas State,Iowa,NA,NA,74,88,2023-11-17
401594474,Southern,Western Illinois,NA,NA,80,88,2023-11-17
401584352,UT Rio Grande Valley,Oklahoma,NA,NA,66,90,2023-11-17
401583602,Alabama State,Memphis,NA,NA,75,92,2023-11-17
401578012,Mississippi Valley State,TCU,NA,NA,52,86,2023-11-17
401577699,Missouri State,Florida Gulf Coast,NA,NA,70,61,2023-11-17
401592093,UTSA,Texas State,NA,NA,62,72,2023-11-17
401597880,Austin Peay,UTEP,NA,NA,63,71,2023-11-17
401594544,Sam Houston,Ole Miss,NA,NA,67,70,2023-11-17
401594463,Tennessee State,Oregon,NA,NA,67,92,2023-11-17
401593972,Eastern Washington,Stanford,NA,NA,70,95,2023-11-17
401584444,San Francisco,Grand Canyon,NA,NA,72,76,2023-11-17
401583736,Pacific Lutheran,Idaho,NA,NA,52,96,2023-11-17
401582111,Wichita State,Liberty,NA,NA,66,83,2023-11-17
401581804,Kansas City,Colorado State,NA,NA,61,84,2023-11-17
401588731,Saint Mary's,San Diego State,NA,NA,54,79,2023-11-17
401603532,Occidental,UC Irvine,NA,NA,51,111,2023-11-17
401602692,Le Moyne,San Diego,NA,NA,71,80,2023-11-17
401594032,Portland State,California Baptist,NA,NA,66,63,2023-11-17
401576682,UNLV,Pepperdine,NA,NA,82,68,2023-11-17
401592850,South Carolina,DePaul,NA,NA,73,68,2023-11-17
401588732,Washington,Xavier,NA,NA,74,71,2023-11-17
401594012,Northern Colorado,New Mexico State,NA,NA,NA,NA,2023-11-18
401593952,Morgan State,BYU,NA,NA,NA,NA,2023-11-18
401588310,Portland,Nevada,NA,NA,NA,NA,2023-11-18
401594012,Jacksonville State,North Alabama,NA,NA,59,61,2023-11-18
401593952,Incarnate Word,Arkansas-Pine Bluff,NA,NA,100,81,2023-11-18
401588310,Texas Southern,Creighton,NA,8,50,82,2023-11-18
401587112,Bryant,Florida Atlantic,NA,10,61,52,2023-11-18
401604756,Loyola Maryland,Sacred Heart,NA,NA,51,66,2023-11-18
401577593,Wagner,Seton Hall,NA,NA,51,72,2023-11-18
401600915,Washington State,Mississippi State,NA,NA,64,76,2023-11-18
401577719,Mount St. Mary's,Georgetown,NA,NA,72,83,2023-11-18
401587128,Alabama A&M,Lipscomb,NA,NA,81,106,2023-11-18
401580928,Columbia,Temple,NA,NA,78,73,2023-11-18
401575482,Cleveland State,Eastern Michigan,NA,NA,62,69,2023-11-18
401593932,New Hampshire,George Washington,NA,NA,67,79,2023-11-18
401591557,VMI,Northern Arizona,NA,NA,69,78,2023-11-18
401581350,Virginia-Lynchburg,UNC Asheville,NA,NA,59,114,2023-11-18
401574606,Northern Illinois,Little Rock,NA,NA,98,93,2023-11-18
401601486,South Carolina Upstate,Minnesota,NA,NA,53,67,2023-11-18
401601465,Presbyterian,Northwestern State,NA,NA,78,75,2023-11-18
401600082,Southern Indiana,La Salle,NA,NA,78,79,2023-11-18
401600050,Penn State-Schuylkill,Fairleigh Dickinson,NA,NA,66,124,2023-11-18
401594072,Ball State,Evansville,NA,NA,50,74,2023-11-18
401593771,Utah Tech,Lake Erie,NA,NA,81,69,2023-11-18
401587226,Detroit Mercy,Ohio,NA,NA,52,71,2023-11-18
401587215,Princeton,Monmouth,NA,NA,82,57,2023-11-18
401584390,Seattle U,VCU,NA,NA,56,60,2023-11-18
401583754,Northwestern,Rhode Island,NA,NA,72,61,2023-11-18
401583745,North Carolina Central,Longwood,NA,NA,66,73,2023-11-18
401576140,Norfolk State,San José State,NA,NA,53,77,2023-11-18
401581591,Coppin State,Eastern Illinois,NA,NA,46,48,2023-11-18
401597905,Marist,Binghamton,NA,NA,59,82,2023-11-18
401582125,Pennsylvania,Maryland-Eastern Shore,NA,NA,80,83,2023-11-18
401587235,Gardner-Webb,Colgate,NA,NA,52,59,2023-11-18
401574594,New Orleans,Loyola Chicago,NA,NA,70,73,2023-11-18
401589362,McNeese,Western Carolina,NA,NA,74,76,2023-11-18
401581514,Oregon State,Nebraska,NA,NA,63,84,2023-11-18
401579032,Purdue Fort Wayne,South Dakota,NA,NA,93,81,2023-11-18
401579005,Winthrop,IUPUI,NA,NA,74,61,2023-11-18
401574834,Harvard,Boston College,NA,NA,64,73,2023-11-18
401601487,Maine,North Florida,NA,NA,58,67,2023-11-18
401594213,Lamar,Pacific,NA,NA,76,77,2023-11-18
401581739,Cal Poly,Portland State,NA,NA,57,73,2023-11-18
401577563,Hampton,Florida Gulf Coast,NA,NA,92,85,2023-11-18
401575404,Howard,Rutgers,NA,NA,63,85,2023-11-18
401594033,Milligan,Middle Tennessee,NA,NA,62,88,2023-11-18
401582126,Queens University,Fairfield,NA,NA,69,63,2023-11-18
401600449,Yale,Weber State,NA,NA,65,75,2023-11-18
401587150,Navy,UC San Diego,NA,NA,55,73,2023-11-18
401576160,Elon,Holy Cross,NA,NA,83,69,2023-11-18
401581513,Kentucky State,Western Kentucky,NA,NA,75,95,2023-11-18
401594112,St. Thomas-Minnesota,California Baptist,NA,NA,62,66,2023-11-18
401597979,SE Louisiana,Santa Clara,NA,NA,63,65,2023-11-18
401600257,UT Arlington,Arizona,NA,3,56,101,2023-11-19
401591374,UConn,Indiana,5,NA,77,57,2023-11-19
401581549,Dayton,Houston,NA,6,55,69,2023-11-19
401581517,Kansas State,Miami,NA,12,83,91,2023-11-19
401577659,Brown,USC,NA,16,70,81,2023-11-19
401592370,Alcorn State,Michigan State,NA,18,49,81,2023-11-19
401591375,Texas,Louisville,19,NA,81,80,2023-11-19
401584513,Southern,Illinois,NA,23,60,88,2023-11-19
401582116,Wyoming,Furman,NA,NA,78,71,2023-11-19
401581533,Oakland,Drake,NA,NA,77,85,2023-11-19
401597419,Southern Miss,Utah Valley,NA,NA,65,67,2023-11-19
401594214,Holy Cross,IUPUI,NA,NA,74,61,2023-11-19
401581516,Providence,Georgia,NA,NA,71,64,2023-11-19
401581552,North Texas,Towson,NA,NA,65,39,2023-11-19
401606134,SIU Edwardsville,South Alabama,NA,NA,74,86,2023-11-19
401602709,Wilkes University,Lafayette,NA,NA,53,69,2023-11-19
401598017,UT Martin,Prairie View A&M,NA,NA,66,78,2023-11-19
401592102,Manhattan,Central Connecticut,NA,NA,67,63,2023-11-19
401587236,Eastern Illinois,Miami (OH),NA,NA,64,76,2023-11-19
401583761,Boise State,Clemson,NA,NA,68,85,2023-11-19
401582129,Loyola Maryland,UMBC,NA,NA,79,94,2023-11-19
401582117,Charleston,Coastal Carolina,NA,NA,80,72,2023-11-19
401581593,Northwestern,Mississippi State,NA,NA,57,66,2023-11-19
401581511,Weber State,Colgate,NA,NA,55,57,2023-11-19
401575446,Grambling,Iowa State,NA,NA,37,92,2023-11-19
401587242,Lindenwood,William & Mary,NA,NA,71,60,2023-11-19
401581534,Loyola Marymount,Stephen F. Austin,NA,NA,76,86,2023-11-19
401600081,Little Rock,Georgia State,NA,NA,77,88,2023-11-19
401594469,Tennessee Tech,Chattanooga,NA,NA,63,68,2023-11-19
401594230,Northern Kentucky,Cincinnati,NA,NA,66,90,2023-11-19
401583715,Queens University,Drexel,NA,NA,52,62,2023-11-19
401583610,Northeastern,East Carolina,NA,NA,82,76,2023-11-19
401577685,UAlbany,Quinnipiac,NA,NA,82,85,2023-11-19
401600056,Elon,Winthrop,NA,NA,70,78,2023-11-19
401598576,Cornell,Cal State Fullerton,NA,NA,88,70,2023-11-19
401583779,Lake Erie,Youngstown State,NA,NA,57,79,2023-11-19
401581550,LSU,Wake Forest,NA,NA,86,80,2023-11-19
401581512,Yale,Gardner-Webb,NA,NA,71,70,2023-11-19
401581592,Rhode Island,Washington State,NA,NA,57,78,2023-11-19
401587243,Omaha,Air Force,NA,NA,56,58,2023-11-19
401577635,Western Michigan,Ohio State,NA,NA,56,73,2023-11-19
401601488,DePaul,San Francisco,NA,NA,54,70,2023-11-19
401575483,American University,Georgetown,NA,NA,83,88,2023-11-19
401593911,Kennesaw State,Georgia Southern,NA,NA,96,92,2023-11-19
401584331,Wofford,Virginia Tech,NA,NA,76,98,2023-11-19
401581535,Marshall,Utah State,NA,NA,60,83,2023-11-19
401577709,Aurora,UIC,NA,NA,48,99,2023-11-19
401577574,Northern Iowa,South Florida,NA,NA,65,74,2023-11-19
401601479,Charlotte,George Mason,NA,NA,54,49,2023-11-19
401594034,Portland State,St. Thomas-Minnesota,NA,NA,70,76,2023-11-19
401582114,Vermont,Liberty,NA,NA,61,71,2023-11-19
401582123,Fordham,Abilene Christian,NA,NA,45,59,2023-11-19
401583817,Jackson State,Missouri,NA,NA,73,72,2023-11-19
401581551,St. John's,Utah,NA,NA,91,82,2023-11-19
401601489,South Carolina,Grand Canyon,NA,NA,75,68,2023-11-19
401601493,Xavier,Saint Mary's,NA,NA,66,49,2023-11-19
401581536,Florida International,Akron,NA,NA,71,77,2023-11-19
401594626,Cal Poly,California Baptist,NA,NA,58,67,2023-11-19
401590208,UCF,South Dakota State,NA,NA,83,80,2023-11-19
401582124,Kent State,Missouri State,NA,NA,52,56,2023-11-19
401582115,Saint Louis,Wichita State,NA,NA,69,88,2023-11-19
401601492,Washington,San Diego State,NA,NA,97,100,2023-11-19
401601135,Le Moyne,UC Santa Barbara,NA,NA,72,96,2023-11-19
401575875,Kansas,Chaminade,1,NA,83,56,2023-11-20
401575874,Purdue,Gonzaga,2,11,73,63,2023-11-20
401575876,UCLA,Marquette,NA,4,69,71,2023-11-20
401601491,UConn,Texas,5,15,81,71,2023-11-20
401575873,Tennessee,Syracuse,7,NA,73,56,2023-11-20
401577544,Saint Joseph's,Kentucky,NA,16,88,96,2023-11-20
401593791,Colorado,Richmond,18,NA,64,59,2023-11-20
401575429,Wisconsin,Virginia,NA,24,65,41,2023-11-20
401581573,High Point,Iona,NA,NA,82,68,2023-11-20
401581539,Oakland,Loyola Marymount,NA,NA,74,69,2023-11-20
401601481,Cal State Fullerton,Southern Miss,NA,NA,74,67,2023-11-20
401594395,Siena,Central Michigan,NA,NA,56,70,2023-11-20
401582149,Norfolk State,Florida Gulf Coast,NA,NA,69,66,2023-11-20
401594431,Murray State,UNC Wilmington,NA,NA,81,83,2023-11-20
401581537,Drake,Stephen F. Austin,NA,NA,68,92,2023-11-20
401580107,Illinois State,Long Beach State,NA,NA,61,52,2023-11-20
401598926,Milwaukee,Stetson,NA,NA,67,85,2023-11-20
401601482,Cornell,Utah Valley,NA,NA,74,61,2023-11-20
401604306,Sacramento State,Cal State Bakersfield,NA,NA,71,75,2023-11-20
401593912,Northeastern,Kennesaw State,NA,NA,77,79,2023-11-20
401582150,San José State,Hampton,NA,NA,71,52,2023-11-20
401593992,The Citadel,Idaho State,NA,NA,62,61,2023-11-20
401601490,Indiana,Louisville,NA,NA,74,66,2023-11-20
401581574,Wright State,Louisiana,NA,NA,91,85,2023-11-20
401581540,Marshall,Florida International,NA,NA,80,69,2023-11-20
401604305,Tarleton State,Austin Peay,NA,NA,66,59,2023-11-20
401586906,Florida State,UNLV,NA,NA,83,75,2023-11-20
401582128,Fordham,Kent State,NA,NA,72,79,2023-11-20
401601483,South Dakota State,George Mason,NA,NA,71,73,2023-11-20
401583611,Georgia Southern,East Carolina,NA,NA,64,82,2023-11-20
401597953,Morehead State,Bellarmine,NA,NA,64,51,2023-11-20
401583852,Rider,Stony Brook,NA,NA,48,55,2023-11-20
401604274,Howard,Bryant,NA,NA,61,67,2023-11-20
401603544,Delaware State,NJIT,NA,NA,72,81,2023-11-20
401591568,Sam Houston,Troy,NA,NA,88,86,2023-11-20
401590882,North Carolina Central,Campbell,NA,NA,78,75,2023-11-20
401589379,Pittsburgh - Greensburg,St. Francis (PA),NA,NA,63,77,2023-11-20
401582020,UMass Lowell,Saint Peter's,NA,NA,69,61,2023-11-20
401581529,Southern Indiana,Bucknell,NA,NA,56,67,2023-11-20
401574619,Charleston Southern,Bethune-Cookman,NA,NA,73,79,2023-11-20
401608798,North American,UT Rio Grande Valley,NA,NA,73,92,2023-11-20
401594249,D'Youville,Canisius,NA,NA,69,109,2023-11-20
401581862,Ecclesia,UL Monroe,NA,NA,74,103,2023-11-20
401581575,Buffalo,Hofstra,NA,NA,68,102,2023-11-20
401581538,Utah State,Akron,NA,NA,65,62,2023-11-20
401574411,Central Arkansas,Southeast Missouri State,NA,NA,68,70,2023-11-20
401606712,South Carolina State,Tulsa,NA,NA,70,90,2023-11-20
401598898,Oregon,Florida A&M,NA,NA,67,54,2023-11-20
401597997,Wisconsin-Stout,North Dakota State,NA,NA,72,101,2023-11-20
401594464,Midway,Tennessee State,NA,NA,70,87,2023-11-20
401592094,UTSA,Houston Christian,NA,NA,89,87,2023-11-20
401589297,Stonehill,Texas A&M-Commerce,NA,NA,86,97,2023-11-20
401579033,New Orleans,Oklahoma State,NA,NA,68,96,2023-11-20
401614679,UCF,Charlotte,NA,NA,74,71,2023-11-20
401575489,SMU,West Virginia,NA,NA,70,58,2023-11-20
401582127,Abilene Christian,Missouri State,NA,NA,69,87,2023-11-20
401581172,Green Bay,Montana State,NA,NA,54,53,2023-11-20
401598589,Navy,San Diego,NA,NA,59,67,2023-11-20
401579112,Mississippi Valley State,Santa Clara,NA,NA,39,81,2023-11-20
401599983,Bradley,Tulane,NA,NA,80,77,2023-11-20
401575405,North Dakota,Pacific,NA,NA,73,71,2023-11-20
401603137,UTEP,California,NA,NA,75,72,2023-11-21
401581595,Kansas,Marquette,1,4,59,73,2023-11-21
401581594,Tennessee,Purdue,7,2,67,71,2023-11-21
401576151,La Salle,Duke,NA,9,66,95,2023-11-21
401581596,Syracuse,Gonzaga,NA,11,57,76,2023-11-21
401603138,Florida State,Colorado,NA,18,77,71,2023-11-21
401581838,James Madison,Southern Illinois,22,NA,82,76,2023-11-21
401581581,Long Beach State,Iona,NA,NA,80,76,2023-11-21
401581544,Loyola Marymount,Florida International,NA,NA,61,60,2023-11-21
401574595,Binghamton,Sacred Heart,NA,NA,75,89,2023-11-21
401603140,Central Michigan,Stetson,NA,NA,61,71,2023-11-21
401598018,Prairie View A&M,Eastern Kentucky,NA,NA,76,64,2023-11-21
401581826,UNC Wilmington,Appalachian State,NA,NA,56,86,2023-11-21
401587136,Morgan State,Radford,NA,NA,72,82,2023-11-21
401579006,McNeese,Texas State,NA,NA,59,48,2023-11-21
401581582,Buffalo,Louisiana,NA,NA,60,68,2023-11-21
401581543,Oakland,Marshall,NA,NA,78,71,2023-11-21
401594130,Georgia Southern,Northeastern,NA,NA,76,93,2023-11-21
401594013,Northern Colorado,Chicago State,NA,NA,78,77,2023-11-21
401600072,Southern Utah,Louisiana Tech,NA,NA,53,67,2023-11-21
401590883,North Carolina Central,The Citadel,NA,NA,61,67,2023-11-21
401581597,UCLA,Chaminade,NA,NA,76,48,2023-11-21
401581576,Illinois State,High Point,NA,NA,72,74,2023-11-21
401581542,Drake,Akron,NA,NA,79,59,2023-11-21
401583612,Kennesaw State,East Carolina,NA,NA,84,85,2023-11-21
401598959,Midway,Bellarmine,NA,NA,56,77,2023-11-21
401593830,Indiana State,Rice,NA,NA,103,88,2023-11-21
401603139,UNLV,Richmond,NA,NA,65,82,2023-11-21
401597832,Boston University,Davidson,NA,NA,45,69,2023-11-21
401593993,Idaho State,Campbell,NA,NA,69,55,2023-11-21
401588593,South Carolina Upstate,Ball State,NA,NA,58,75,2023-11-21
401584401,Army,UAlbany,NA,NA,59,62,2023-11-21
401581351,Eastern Michigan,Detroit Mercy,NA,NA,76,72,2023-11-21
